Plateforme,Utilisateur,Nombre de commentaires,Position Géographique,Date,Avis,Notes sur 5
rippling.com,Allison C.,1 review,US,"Nov 8, 2022Invited","So easy to use and keep track of work stuffMy workplace uses Rippling for our payroll, time off, benefits, and more. It's SO easy to use, and I love that it keeps track of all of my important information for me. I even love the organization chart—it was very helpful when I had first started and didn't know anyone's names or titles. This program truly thinks of everything.Date of experience: November 08, 2022",5
rippling.com,Brody DiCioccio,1 review,US,"Nov 4, 2022Invited","No more awkward HR visitsUsing Rippling has made going to HR a thing of the past. Gone are the days of having to fill out forms & paperwork, waiting for an email or call a back. Rippling has streamlined and made the overall process 100% easier, faster and much more transparent.Date of experience: November 04, 2022",5
rippling.com,Carol Donnelly,1 review,US,"Oct 20, 2022Invited","Best Platform By FarI've been in the workforce for 32 years and this is my first time using Rippling.  I am so impressed with the User Experience of their platform.  From New Hire Filings, Payroll, Benefits, Enrollment Periods, Tracking and approving PTO, Direct Deposit options and reporting functionality, this is the best platform I have ever used.  Kudos to Rippling for getting it right - actually more than right.  Keep up the great workDate of experience: October 19, 2022",5
rippling.com,Jeannie Lee,1 review,US,"Nov 15, 2022Invited","Well designed and easy to navigate!Rippling has been an awesome platform for me to access payroll and benefits. The website is very well designed and easy to navigate. Rippling also sends an email each time we get our paycheck, and the messages they send are always fun and brighten up my day!Date of experience: November 15, 2022",5
rippling.com,Collin Ausbury,1 review,US,"Nov 8, 2022Invited","I appreciate greatly the cleanliness…I appreciate greatly the cleanliness and design of your platform. Rippling takes the oftentimes monotonous view of paperwork, numbers, and insurance and makes it pleasing to look at and simply more enjoyable. I think the extra graphics on paychecks go a long way. Rippling is both easy to understand and to navigate.I do not have criticisms at this time.Date of experience: November 07, 2022",5
rippling.com,Thuan Vu,1 review,US,"Oct 25, 2022Invited","Foolproof user experience!The website is really easy to use, easy on the eyes, simple and straightforward. It uses language that's easy to understand. Easily navigable. I had to change some benefits for my insurance and even using the FAQ was very simple and straightforward. I got the answers I needed and the steps to make the changes were foolproof. Makes other systems look antiquated.Date of experience: October 25, 2022",5
rippling.com,anonymous,5 reviews,US,"Jan 5, 2024Verified","Unethical CompanyI am en employee with a company that recently changed their payroll system to Rippling. For some reason, Rippling allowed our accounting team to upload my information without my permission and authorise a test transaction to my account without my knowledge or permission. I also have never been able to login to my account to control my information and Rippling blocks non-managers from contacting them. So all of my personal account information is locked in a system that I never was notified of or approved of and I cannot delete it or control. My bank had to block them because they are messing with my account without my permission. Scary and most likely illegal.Date of experience: December 26, 2023",1
rippling.com,Chris,1 review,US,"Nov 9, 2022Invited","2nd time Rippling user, still impressedI've used Rippling as an employee at two different companies to date, once a few years ago, and now again in the past few months. I've used several other popular HR administration systems too. As an end user, Rippling has best experience when it comes to accessing and using my benefits. Rippling *just works* and it's extremely easy to navigate and use to access my information in everything from 401(k) to HSA to payroll.Date of experience: November 09, 2022",5
rippling.com,Judit Sztaray,1 review,US,"Updated Nov 10, 2022Invited","Easy and pleasant experienceI have left completing my updating our family's health care choice to the very last day, and I was so pleasantly surprised how easy it was via Rippling. I feel fortunate that Chess.com chose Rippling as our platform to handle main sensitive information, from payroll to health care choice.It's highly recommended to any companies who's main priority to offer easy experience for their employees.Date of experience: November 06, 2022",5
rippling.com,Laura Parker,1 review,US,"Nov 23, 2022Invited","My company has been using Rippling for HR and employee effectivenessMy company has been using Rippling for over a year. Our payroll and benefits are all in one handy place; Rippling makes it super easy to navigate everything from holiday leave to finding out my colleague's birthdays! The dashboard is intuitive and easy to use, and I've been able to keep track of all my insurance and HSA contributions really easily.Date of experience: June 23, 2022",5
rippling.com,Isaiah Parros,1 review,US,"Oct 18, 2022Invited","Rippling for the winI use Rippling through my company as an employee. It is very user-friendly and has everything I need regarding benefits, salary info, and reviews from my peers. Really makes finding work-related details easy.Date of experience: October 18, 2022",5
rippling.com,Alicia Nickerson,1 review,US,"Nov 15, 2022Invited","Easy to use & visualI appreciate that everything in the rippling atmosphere is visually appealing and easy to digest. I have definitely cut down on the amount of time I spend looking for things since our company switched to rippling! I can just hop on the dashboard and go where I need to from there.Date of experience: November 15, 2022",5
rippling.com,Brooke Haag,3 reviews,US,"Updated Jun 28, 2023","Unexpected payroll adjustment and lack of transparencySeveral months ago Rippling shifted my paycheck without warning (a large paycut) to account for a tax withholding mistake they made. Eventually someone did reach out to me directly which I did appreciate, however, it had been months before that happened. Because of their mistake I will need to redo my previous year's taxes. In the end they did not explain why the mistake happened or make amends. I now have to reach out to the IRS to figure out next steps that will involve a balloon payment of thousands of dollars through no fault of my own.Date of experience: April 02, 2023",2
rippling.com,Kerridon Harrison,1 review,US,"Oct 14, 2022Invited","Rippling ExperienceFrom the very beginning, Jamila was the absolute best answering all of our questions and sending sample videos of how the software would work. Once we signed on, we had a one man show with Matt as our implementation GURU. To say that this has been the easiest of implementations is an understatement. Rippling makes onboarding new hires, payroll, termination simplified with one click. I cannot say enough with how happy we are with Rippling and their team! I know that there are so many other software platforms that will do many of the same tasks as Rippling, but for a small company on a budget, Rippling has saved us over $18,000 a year. That is money that we can put back into the company and invest in our people.Date of experience: October 13, 2022",5
rippling.com,Pavel,1 review,US,"Oct 31, 2023","Got unexpected chargesGot unexpected charges. Customer service apologized for unclear verbiage in the terms and the salesperson who provided the wrong information. And pointed out that there would be no refund because I was out of the 30-day window. Looks like it is by design to missled new customers.Date of experience: October 31, 2023",1
rippling.com,Kim Mai,1 review,US,"Nov 2, 2022Invited","Easy to navigate and user friendlyRippling is really easy to navigate. I am able to access payroll, sign documents, pick out insurance plans, and complete training through the app or the website. Overall, very user friendly and useful for work.Date of experience: November 01, 2022",5
rippling.com,Daanish Ahmed,1 review,US,"Jul 10, 2023","Rippling sets the bar high!I've used some large name payroll, HRIS, MDM, and spend management providers so I was skeptical to sign-up with a company that didn't have as big a name (they're growing QUICK!). This was the case especially with trusting a new company to manage paychecks, taxes, employees devices, onboarding/offboarding workflows, corp card spend controls, etc.Historically I was always under the notion that software providers should focus on getting ONE thing right. Rippling changed my take on this. They've been able to get every part of their product right. Having predominantly self-implemented Rippling, I now wonder why the big names make implementation such a heavy lift and then each time there is a tax related hiccup, it takes the village and days to get it resolved. I can easily recommend Rippling to HR and Accounting teams and know for sure that I will not be using any other provider given Rippling has set such a high bar!Date of experience: June 30, 2023",5
rippling.com,K King,8 reviews,US,"Mar 21, 2023","Honestly, worth the money. Worth every penny.They did a phenomenal job of keeping their clients up to date during the Silicon Valley Bank closure. They sent updates even when there weren't updates to hear, just to let everyone knew whatever it was that they knew.Overall I've noticed that whenever I need to get a hold of anyone at Rippling for ANYTHING, they're on top of it. Acknowledging emails, providing updates, proactively letting me know they're still waiting on another department for information, etc. Just amazing.We are actually only with them because our 401k company integrates with them but it turns out that Rippling was an amazing find and our 401k company is TERRIBLE, so we're keeping Rippling and ditching the dead weight.Date of experience: March 09, 2023",5
rippling.com,Mica,1 review,US,"Nov 17, 2022","Easily navigable and secure!I'm a new hire with a company that uses Rippling for onboarding---along with everything else, such as accessing pay stubs, time logs personal documents, insurance, and the like. My experience has been amazing. I love how easily navigable Rippling is and I also feel secure with my information that is stored in the platform. I also recently signed up for my company's health insurance through Rippling and the process was beyond smooth. Oftentimes, I found the task tedious with other company platforms but Rippling made the process easy!Date of experience: November 16, 2022",5
rippling.com,Gloria Y.,1 review,US,"Nov 1, 2022Invited","User Friendly, Fun Animations, Work Hour TrackingRippling is the platform my company uses for all things enrollment, HR and insurance related (and more). It's very user friendly to the point where I never had a question about where to find anything I needed. Rippling also has an app that makes clocking in and out for work super simple - as well as keeping track of your hours. This platform is perfect for companies who are just starting up or who aren't content with their current platform and want to try something new. I also enjoy the color scheme and fun animations Rippling uses - when I get paid they send an email that I love looking at! It is always a cheerful animation with a clever play on words. I highly recommend Rippling to anyone who is considering it or on the fence about it - can't go wrong with Rippling!Date of experience: November 02, 2021",5
rippling.com,Holly Goncher,1 review,US,"Oct 18, 2022Invited","Rippling Rocks!I find Rippling to be one of the easiest Ben Admin systems to navigate and utilize! i am always able to find the information I need and our open enrollment process is always easy and understandable.I am also an employee of a Brokerage Service that has to access and utilize Rippling on a daily, and I can say with confidence that it is once of the best HRIS systems out there.Keep up the excellent standard!Date of experience: October 18, 2022",5
rippling.com,Karl Drahovsky,1 review,US,"Nov 3, 2022Invited","Used many other HR systems for work and…it just wasn't as clear and concise as the Rippling system.Used many other HR systems for work and consulting.  This simply combines everything together very simply.  From the Payroll and HR to benefits information, it seems to be in one spot.  On top of it, it has easy to read and sequential steps which make it concise and easy to work with.Date of experience: November 03, 2022",5
rippling.com,Andrew Vogel,1 review,US,"Oct 26, 2022Invited","Rippling makes onboarding EASY.Rippling makes onboarding EASY.Rippling makes the onboarding process very easy. During a time of ""drinking from the fire hose"" when starting a new role, Rippling provides clear guideposts to getting things done!Date of experience: September 16, 2022",5
rippling.com,Isaac S.,1 review,US,"Nov 15, 2022Invited","Rippling has made it easy to access all…Rippling has made it easy to access all the important information I need related to my benefits and my team. Whether it's viewing and approving timecards, submitting my own vacation time, or reviewing all of my benefits, having everything in one place makes all the difference. I even downloaded the Rippling app and was able to submit for time off, when I didn't have access to my pc. Overall, I feel it's a very powerful tool with a lot of useful features and functions. Phenomenal product.Date of experience: July 01, 2022",5
rippling.com,Dan,1 review,US,"Oct 15, 2022Invited","Rippling makes things easy!!!Rippling is a much better solution for managing all of my work related needs such as health insurance, 401k, HSA, PTO and, many other work related needs than what my previous employer used.  Having all of this in one space that is organized and visually appealing just makes things easier!!!Date of experience: October 15, 2022",5
rippling.com,Kindall Tucker,1 review,US,"Nov 7, 2022Invited","Rippling is wonderful!My experience with Rippling has been wonderful! The user interface is amazing and the support is wonderful. The way rippling shows the items you need to do in a clear and concise checklist is awesome. Also the icon format makes it very simple to find what you need.Date of experience: November 07, 2022",5
rippling.com,Samuel Bettencourt,1 review,US,"Oct 25, 2022Invited","Had to cancel my life insurance because…Had to cancel my life insurance because my wife is a teacher and gets both of us covered. Rippling made it very easy to cancel and provides great insights on where my money is coming from and going each month.Date of experience: October 25, 2022",5
rippling.com,Anna Minukhin,1 review,US,"Nov 3, 2022Invited","user friendlyVery easy and straight forward website to use.  It's not too complicated with too many tabs and information like some other websites.  All the important information that's relevant to you is right there at your convenience.  Great website overall!Date of experience: November 03, 2022",5
rippling.com,Emily Whitworth,1 review,US,"Jun 22, 2023","Pleasure working with Nick Lantis from RipplingI received support help from Nick Lantis today. I always have a good experience with Rippling but Nick was AMAZING! His energy was up to par and really made navigating through technical support an easy, positive experience. Much appreciated! - Emily WhitworthDate of experience: June 22, 2023",5
rippling.com,Ashton Senior,1 review,US,"Nov 15, 2022Invited","My personal experience with Rippling…My personal experience with Rippling has made the everyday and/or time to time uses of HR Management, Insurance/Benefits, Software Apps, and Time Clock utilization a simple and seamless experience. With Rippling I'm able to do a lot of my tasks remote instead of the need to talk to a live person. I like the idea of the above noted particulars all being in one hub as opposed to a different platform needing to be used for each and every HR related item. Rippling continues to update and stay ahead of the curve as technology continues to advance. Thanks Rippling!Date of experience: November 14, 2022",5
rippling.com,S C,1 review,US,"Nov 5, 2022Invited","Employee-FriendlyLove how easy it is to get breakdowns of your paycheck! Especially if you’re using Rippling at your first job where you’re trying to understand tax deductions etc!Date of experience: November 05, 2022",5
rippling.com,Jeremy Miragliotta,1 review,US,"Nov 11, 2022Invited","Ripping is super easy to useRipping is super easy to use. You can quickly access two of what some may consider the most useful features: Pay roll and time off 😀.  Yoou can also access a variety of other important info such as your company's organization as well as all personal information. One suggestion would be to have easy access to insurance information or a digital wallet where insurance cards can be accessed.Date of experience: November 10, 2022",5
rippling.com,Bridget,1 review,US,"Nov 21, 2022Invited","Rippling is a fantastic platform for companiesRippling is a super user friendly system that makes it easy to find important information for work or request time off. I love that it keeps documentation of all my past and current work decisions such as new insurance or pay stubs. I think it is super helpful that when picking new insurance plans you can compare different plans on the platform before deciding. I would recommend all companies try out Rippling.Date of experience: November 14, 2022",5
rippling.com,John Trice,1 review,US,"Nov 16, 2022Invited","Simplicity and speed, it's fantasticI am an employee at a company that uses Rippling. We've used several products to manage HR, etc., but Rippling has been the most simple both to onboard and to use day-to-day. I just made all of my health insurance elections for the next year and it was a breeze. I also love the feature for approving time off for my team right from an email.Date of experience: November 16, 2022",5
rippling.com,Melissa Tringali,1 review,US,"Oct 19, 2022Invited","Insurance EnrollmentI was not able to make the deadline for enrolling in our company insurance for next year, and the option went away on my dashboard. My HR colleague Nicole was able to go into Rippling and grant me access again (and it was her first time doing it!) I am really happy that this was possible. Now I can get a dental implant... thanks Rippling!Date of experience: October 19, 2022",5
rippling.com,Michael Watson,1 review,US,"Nov 16, 2022Invited","The Rippling Platform Is AwesomeMy experience with Rippling has been awesome. It makes the process of process much easier. The prompts are awesome in that they tell you exactly what to do. The best part is that they have all of my information stored correctly.Date of experience: November 09, 2022",5
rippling.com,Chris,1 review,US,"Nov 9, 2022","2nd time Rippling user, still impressedI've used Rippling as an employee at two different companies, and the experience has been great both times. It *just works*. Accessing and updating my benefits info for 401(k), insurance, HSA/FSA, and payroll info has been much easier and more pleasant than all other administration platforms that I've used.Date of experience: November 09, 2022",5
rippling.com,Curtis,1 review,US,"Oct 10, 2022Invited","Rippling makes things a breezeRippling has made onboarding my new job very smooth.  The app navigation makes the process very easy.  The notifications can clutter your inbox but it does ensure nothing is missed.Date of experience: October 10, 2022",5
rippling.com,Mary Lorino,1 review,US,"Oct 12, 2022Invited","Rippling is very user friendlyRippling is very user friendly. Rippling has kept me very organized and up to date on all my onboarding, HR, and time/attendance needs. It makes my work day so much easier. Highly recommend Rippling.Date of experience: October 11, 2022",5
rippling.com,Farryn Burkham,1 review,US,"Nov 7, 2022Invited","I have used Rippling in the past and…I have used Rippling in the past and was pleased to see my current company using it as well. I thoroughly enjoy Rippling and how seamless they make HR tasks for individuals. I would recommend them to any company to support their employees.Date of experience: November 07, 2022",5
rippling.com,Amy H.,1 review,US,"Oct 27, 2022Invited","Simple. Easy. Trusted.I've been using Rippling for a bit over a year and it's by far the simplest Employee Management Platform I've used. The setup process was so easy and managing my benefits, time off, and direct reports through the platform is super simple. We recently transitioned to Rippling for payment processing and benefit enrollment and the Rippling team was so helpful and made the transition seamless. The team member who walked through insurance options actually made the enrollment process make sense and was willing to answer any questions that came up. That's just one example of the great team Rippling has and the emphasis they put on customer service.Date of experience: October 27, 2022",5
rippling.com,Jasmine Longie,1 review,US,"Nov 3, 2022Invited","Quick actionsRippling has been extremely helpful to our team, they have helped us move away from our previous reimbursement app with creating a new feature to theirs. I had some technical issues with the changes, they were quick to respond and got the issues resolved in a timely manner.Date of experience: October 15, 2022",5
rippling.com,Jacob Walker,1 review,US,"Oct 12, 2022Invited","Love ripplingLove rippling. I’ve used paylocity and many other HR/payroll platforms and rippling makes life so much easier. I can easily find all of my information and selections.Date of experience: October 12, 2022",5
rippling.com,Natalia Gutierrez,1 review,US,"Nov 15, 2022","Rippling made it very easy to…Rippling made it very easy to understand  and navigate through the benefits offered by my employer. The way that my options were placed maid it quickly and easy to choose the best fit for my needs.Date of experience: November 07, 2022",5
rippling.com,Marie M.,1 review,US,"Nov 2, 2022Invited","Rippling made choosing my healthcare…Rippling made choosing my healthcare plans so easy! It gave me a great side-to-side comparison of all the available healthcare plans, plus it provided me with helpful notes if I didn't understand what something meant.Date of experience: November 02, 2022",5
rippling.com,Yolanda Foreman,1 review,US,"Oct 25, 2022Invited","Rippling was very user friendlyRippling was very user friendly! I am happy that my company uses this service. It has never been easier to update and enroll in my benefits. I was once in Human Resources and I wish I had Rippling then as it would have made things much better.Date of experience: October 25, 2022",5
rippling.com,Theresa H.,1 review,US,"Oct 11, 2022Invited","ExcellentMy Experience with Rippling from day one has been above and beyond great. It's been Quick and easy to navigate thru the Rippling system. I appreciate the fact that our company has now changed to using Rippling it has been a pleasure.Date of experience: October 11, 2022",5
rippling.com,Debbie Long,1 review,US,"Nov 15, 2022Invited","Employees Love It!!!From an employees perspective it is amazing.  I love that I can go to Rippling and everything is in one area.  It is so convenient.  Also, I get email confirmations and reminders which is very helpful.Date of experience: November 15, 2022",5
rippling.com,Victoria S.,1 review,US,"Oct 21, 2022Invited","First timer reviewThis is my first time using Rippling and it's been a good experience so far. It's very straight forward as both a manager and personal user. What I probably appreciate the most is onboarding. When I was onboarding employees on my team, it was a game changer that RIppling would automatically create logins for them for specific websites/technologies (like SFDC, Zoom). Rather than having to lean on HR or Operations to send logins, this was completed automatically. For me, the only ""down side"" about this platform is how complicated the login can be. The password criteria is very specific. And if you haven't used an ""Authenticator App"" before you will definitely need guidance. But I do understand most companies want their information secure so I can see why there are extra steps in place. It can just be a hassle if you are juggling other things.Date of experience: August 31, 2022",5
rippling.com,Cinzia La Ventura,1 review,US,"Updated Nov 8, 2022Invited","Rippling is a quick and easy to use…Rippling is a quick and easy to use software, it is complete with all the documents that you need and I love to see the little icon when I receive my paystub. Also, I often go to the People option to have a better understanding of the role that other collegues cover in the company.Date of experience: November 07, 2022",5
rippling.com,Arnold Nickerson,1 review,US,"Nov 15, 2022Invited","Rippling  5 STARI work for a company that uses Rippling.  I have to tell you its easy to use.   Every step for the employee is clear and simple.  I was able to do my insurance renewal quickly.   Its great for communication and for keeping track of insurance and requests off.   Its the best and most user friendly system.Date of experience: November 14, 2022",5
rippling.com,Rachel Gauvin,1 review,US,"Nov 1, 2022Invited","AWESOME softwareThis is actually my second time using Rippling at a company and it's the most comprehensive and organized way to manage and onboard employees. Everything is set up and ready to use and remains accessible during onboarding so I can go back and get information. It's such a powerful tool!Date of experience: October 31, 2022",5
rippling.com,Major Robinson,1 review,US,"Nov 8, 2022Invited","10/10 Would RecommendI just switched from a competitor to Rippling and its a night and day difference. No looking for anything, everything id right where you would expect it to be. Can't recommend enoughDate of experience: November 08, 2022",5
rippling.com,Lillian Sanders,1 review,US,"Nov 7, 2022Invited","User-friendly, clean interfaceRippling has a clean interface and has been easy to use since the moment I started using it. It is very user-friendly and helps me to stay organized and positive as I manage my HR tasks at work.Date of experience: November 07, 2022",5
rippling.com,Darrell Elisaia,1 review,US,"Nov 9, 2022Invited","It is a very user friendly appIt is a very user friendly app. My technicians enjoy being able to navigate through the app with ease. Being able to easily clock in, time off request viewing payroll and benefits too.Date of experience: November 09, 2022",5
rippling.com,Rishabh,1 review,US,"Nov 16, 2022Invited","Smooth ProcessThe whole process is smooth and streamline, love it. One thing that I would like to be better: Notification reminder email from rippling: I don't want a reminder daily about my due tasks, instead maybe once in 3 days. I checked the option, it's either a complete ""turn off/never"" mode or a daily reminder.Date of experience: November 16, 2022",4
rippling.com,Gaurav Aggarwal,1 review,US,"Nov 14, 2022Invited","Frictionless signup for employer benefitsMy company switched to Rippling and it was seamless to go through the open enrollment just now. The user interface was quite intuitive and I was able to look at the monthly premiums and explore the options. The two-fac authentication is a nice security feature.Date of experience: November 12, 2022",5
rippling.com,Cynthia Walker,1 review,US,"Oct 21, 2022Invited","It has just been so easy to useIt has just been so easy to use. As someone who used to assist in running a 13 million dollar company with over 150 employees this program is amazing.Date of experience: October 10, 2022",5
rippling.com,Sydney Stansell,1 review,US,"Nov 8, 2022Invited","Super seamless processSuper seamless process. I don't know a lot about health care but Rippling makes me feel confident in my decisions on what options work best for me.Date of experience: November 08, 2022",5
rippling.com,Matt Roxas,1 review,US,"Nov 4, 2022Invited","What a great app!Rippling is very user-friendly! Most HR software tends to be complicated and a bit confusing but Rippling lays everything out. Super simple and easy to navigate. The way it segments out specific sections of HR-related tasks like insurance docs vs paystubs vs time-off makes it super helpful. It also does this really neat thing where if you have outstanding tasks to do like open-enrollment or need to do work-related certifications within Rippling, it lays it out on the homepage as a great reminder.Overall - would definitely recommend for companies to use it.Date of experience: November 04, 2022",4
rippling.com,Michelle Blotzer,1 review,US,"Oct 12, 2022Invited","I Heart RipplingI absolutely love how user friendly Rippling is and that I can find everything work related in one place! My dashboard includes clear widgets making it so easy to do anything from viewing my most recent paystub (with cute graphics included), to reviewing my employee benefits. I can also see an overall view of my Time Off and my company's Holiday Calendar which makes it super easy to schedule and request vacation time for approval and that can also be done in the Time Off section. The Rippling Mobile app is exceptional as well with all the same features making it easy to review documents and schedule time off on the go!Date of experience: October 12, 2022",5
rippling.com,Colin Stapczynski,1 review,US,"Oct 25, 2022Invited","Rippling is intuitive and simpleRippling is intuitive and simple to use. Whether I'm doing something easy like checking out the org chart or reviewing my to-do list, or doing something that requires more thought (like my insurance elections), Rippling has me covered.Date of experience: October 24, 2022",5
rippling.com,Sanil Rajput,1 review,US,"Nov 10, 2022Invited","Great for onboarding!Rippling made it incredibly easy to complete my required onboarding steps in a heartbeat. The tasks were clearly laid out for me on the home screen and the instructions on how to complete them were clear. Rippling also provides my go-to org chart to figure out who is at my fast-growing company. The only frustrating part of using Rippling is the fact that I log in with my personal and not work email.Date of experience: October 25, 2022",4
rippling.com,M Campbell,1 review,US,"Nov 10, 2022Invited","Simple and easy to follow enrollment process!Before Rippling we were using a different site for our insurance/time-off, benefits etc, and it was a nightmare. I just enrolled in new insurance using Rippling and it was the easiest enrollment process I've ever gone through! Selecting insurance can be daunting but Rippling made it so simple and easy to follow.Date of experience: November 09, 2022",5
